actual,predicted
1,0.5363252
0,0.15880796
1,0.05577267
0,0.4514687
0,0.10779834
0,0.16432819
0,0.5850927
1,0.5797207
0,0.11997077
1,0.96242696
1,0.83620095
0,0.17047113
1,0.30780575
0,0.8752719
0,0.5024035
1,0.8739235
0,0.05832277
1,0.71812
1,0.8476477
1,0.06374001
1,0.9709955
1,0.08376814
0,0.22135156
0,0.10682687
0,0.17381145
1,0.30641896
0,0.1189246
0,0.11372701
1,0.6453929
1,0.5890306
0,0.80328476
1,0.75931
1,0.081619106
1,0.13772218
0,0.08492546
1,0.91241336
0,0.10802983
0,0.096913174
0,0.27530766
0,0.20167556
0,0.011067969
0,0.947003
1,0.40315545
1,0.088441215
0,0.12792996
0,0.08631968
0,0.08183005
1,0.10762084
0,0.71506
1,0.97729635
1,0.960424
0,0.30202585
1,0.100798465
1,0.2007748
0,0.03713934
1,0.8889818
1,0.4654834
1,0.30288297
0,0.9170384
0,0.23869324
0,0.5191736
1,0.16403359
0,0.890551
1,0.06361596
1,0.9232054
1,0.92717636
1,0.032584965
0,0.6037454
1,0.6519208
0,0.23508473
1,0.94142485
1,0.7416398
0,0.31440142
1,0.300145
0,0.14808276
0,0.24176592
1,0.7475265
1,0.12597257
1,0.8758735
0,0.79972935
1,0.07656913
0,0.93973064
1,0.6655592
0,0.15728436
1,0.49655232
1,0.9571035
0,0.60178083
1,0.79901683
0,0.09727607
1,0.65037477
0,0.061614078
1,0.6291397
0,0.63998264
1,0.20373677
1,0.97540694
0,0.22533914
0,0.16824655
1,0.07309433
1,0.4999882
0,0.641671
0,0.4585529
1,0.35279164
1,0.95762736
1,0.18739708
1,0.10875033
1,0.54683703
1,0.8148678
0,0.055136256
1,0.53009474
1,0.63658816
0,0.143726
1,0.56621134
1,0.09984993
1,0.07523318
0,0.32163656
0,0.8423872
1,0.31648397
0,0.7302662
1,0.9812462
0,0.5621371
0,0.05170896
0,0.13214307
1,0.21911037
1,0.09166316
0,0.0665811
1,0.9186562
1,0.041432228
0,0.5671451
0,0.08857662
0,0.13325918
0,0.08749091
1,0.8590011
0,0.11332138
1,0.91403526
0,0.42200452
1,0.042977452
1,0.09691731
0,0.094421215
1,0.41071868
1,0.09446832
1,0.5882235
0,0.06281076
0,0.21211687
1,0.497583
0,0.071761325
1,0.9689754
0,0.68532854
0,0.08604565
0,0.04694171
0,0.9395484
1,0.06490568
0,0.2373245
0,0.22860007
1,0.99045676
0,0.849774
1,0.40053388
0,0.08308619
1,0.30761284
1,0.85448736
1,0.65850204
1,0.6233225
1,0.042400286
1,0.8419803
0,0.049370077
1,0.3645834
1,0.52468324
1,0.5817894
0,0.82086414
0,0.06099118
0,0.24138135
0,0.7710382
0,0.08285138
1,0.13035508
1,0.93141115
1,0.15377223
1,0.08221987
0,0.08104389
0,0.15112533
1,0.8752386
1,0.91092885
0,0.094097905
0,0.3435864
0,0.42589563
1,0.97337747
1,0.057209816
0,0.33228895
1,0.07997919
1,0.032330204
1,0.101532094
0,0.055899065
0,0.13826619
1,0.26768574
0,0.095543616
1,0.152809
0,0.05493546
1,0.9609285
0,0.09335483
1,0.18675871
1,0.9241866
1,0.47645676
1,0.724455
0,0.5975524
0,0.049948096
1,0.993613
1,0.33042145
0,0.03450951
1,0.90328115
1,0.90020305
1,0.6946884
1,0.1989895
1,0.08427307
1,0.69165784
1,0.9936272
1,0.67552584
1,0.9458168
0,0.10475363
0,0.49682656
0,0.22373895
0,0.26141822
1,0.10664798
0,0.42458743
1,0.54395354
1,0.9308272
1,0.7882684
0,0.13561478
0,0.29501832
1,0.15927604
0,0.8352266
0,0.19141875
1,0.30257288
0,0.110225916
0,0.039869264
1,0.82047015
0,0.07740514
1,0.84601164
1,0.4606858
0,0.10371192
0,0.055485472
0,0.19247127
0,0.09834885
1,0.06026747
0,0.11242359
1,0.95618105
0,0.05434778
1,0.08408698
0,0.12725005
0,0.16374941
0,0.08210609
0,0.0916862
1,0.075948626
1,0.1375204
1,0.7088535
0,0.049827155
0,0.11308184
1,0.09186203
0,0.17567939
1,0.95107776
0,0.217
0,0.50895417
0,0.10468812
1,0.96854705
1,0.08685694
1,0.17372888
0,0.40952337
1,0.31439131
1,0.098538145
0,0.48643538
1,0.07159957
0,0.05076367
0,0.07293451
1,0.11369467
1,0.05332042
1,0.5909463
0,0.05282356
1,0.8748168
1,0.5763104
0,0.19044295
0,0.0678836
0,0.1194713
1,0.1447637
0,0.049274314
1,0.86540633
1,0.9769696
0,0.104407296
0,0.08429835
0,0.81664854
1,0.16288793
0,0.06812162
1,0.20969705
0,0.24441674
0,0.6367487
1,0.21191987
1,0.41486305
1,0.25081605
0,0.37496594
1,0.87303656
0,0.32097855
1,0.38053417
1,0.30369452
1,0.4877972
0,0.119424395
0,0.07721089
1,0.69480187
0,0.7292492
0,0.6648704
0,0.96240413
1,0.34637564
0,0.15513298
0,0.3829504
0,0.5258967
0,0.37583968
1,0.10976745
0,0.05276774
1,0.2704232
1,0.4323741
0,0.060999155
1,0.9525889
0,0.04708301
0,0.6647884
0,0.575068
0,0.07398535
0,0.070751935
0,0.5278557
1,0.6178579
1,0.25030354
0,0.22572573
1,0.44342002
1,0.9558775
0,0.7120935
1,0.8762249
1,0.6269322
0,0.055515017
0,0.14732632
1,0.16141656
0,0.050441906
1,0.38060156
1,0.08274274
1,0.2529071
0,0.20740674
1,0.4800404
1,0.18060526
1,0.9084945
0,0.07166759
1,0.74746585
0,0.33124584
0,0.24468686
0,0.15002322
1,0.93934494
1,0.16140014
0,0.20700713
1,0.7522949
0,0.9366518
1,0.858934
1,0.06272464
0,0.09713178
0,0.08386466
0,0.7042642
0,0.0673105
0,0.013234524
1,0.9508258
1,0.5786148
0,0.8558859
1,0.63918597
1,0.121770136
0,0.08759604
0,0.116152085
1,0.09030282
0,0.05214517
0,0.92894506
1,0.08891103
1,0.11436422
1,0.90942365
1,0.11150223
1,0.4703741
1,0.14695881
0,0.44732386
1,0.22714338
1,0.94404936
0,0.056593258
0,0.29396167
1,0.977613
0,0.17468609
1,0.5377017
1,0.17709646
0,0.2524712
0,0.7881391
1,0.9551962
1,0.95930177
1,0.9467881
0,0.1626918
0,0.26932207
1,0.13080929
0,0.03352553
1,0.08662098
0,0.039925303
1,0.853005
1,0.22798471
1,0.5340697
0,0.5542279
0,0.29782206
0,0.03987328
0,0.8086884
0,0.085973084
1,0.14718163
1,0.41677508
0,0.14183149
1,0.6644162
0,0.07939481
0,0.099535026
1,0.152234
1,0.55504036
0,0.11890202
0,0.99084604
0,0.14371955
0,0.73563
1,0.2228453
0,0.22545181
0,0.9539725
0,0.3042169
0,0.43439335
1,0.9679671
0,0.23626515
0,0.4340154
0,0.081273176
1,0.19495802
0,0.29243663
1,0.15067135
1,0.38042122
0,0.09482936
1,0.26833165
0,0.057886615
1,0.96519977
0,0.06187078
1,0.32330924
1,0.041218303
0,0.11301037
1,0.9169097
0,0.05232687
0,0.8007777
0,0.2473023
0,0.35748258
0,0.060425486
0,0.07889137
1,0.04813867
0,0.10067415
0,0.076737665
1,0.53404075
0,0.12760662
0,0.46527123
1,0.444289
1,0.030820599
1,0.49767655
1,0.83243644
1,0.12678768
0,0.069626056
0,0.1599168
1,0.17622787
0,0.13820593
0,0.07483034
0,0.09368869
0,0.25410002
1,0.14797097
1,0.37899217
0,0.19842778
0,0.6420946
1,0.07000669
1,0.8768294
1,0.06839264
1,0.81915957
1,0.03870721
1,0.040565472
0,0.15171309
0,0.0859312
1,0.9047317
1,0.98300916
0,0.18437424
0,0.4491249
0,0.044732902
0,0.4059027
0,0.042175975
1,0.20488183
0,0.06506579
1,0.1769535
0,0.06978351
1,0.4574915
1,0.40039128
1,0.08093532
0,0.15348254
1,0.29576248
1,0.12924168
0,0.50008094
0,0.10730261
1,0.14222097
0,0.102316625
0,0.2181424
0,0.14422223
1,0.115286
1,0.12339102
0,0.35506627
0,0.08036487
1,0.9648147
1,0.54612225
1,0.98013
1,0.093376786
0,0.4463764
0,0.34207928
1,0.64735895
1,0.48700374
0,0.44208956
0,0.006652387
0,0.6418547
1,0.54041934
0,0.120884
0,0.37561572
1,0.8136409
1,0.04939255
1,0.9027394
0,0.21833105
1,0.37925944
1,0.9487949
1,0.11652612
1,0.61259377
1,0.7425655
1,0.2131549
0,0.54079604
1,0.48041975
0,0.49157107
0,0.5190491
0,0.12123259
1,0.15944417
1,0.3909769
0,0.1506259
1,0.044298954
0,0.15242746
1,0.2043973
1,0.3635492
0,0.0957503
0,0.1122172
0,0.10083097
0,0.36198503
1,0.15463278
1,0.96188986
0,0.6132577
1,0.66790986
0,0.77908576
0,0.057112183
0,0.06270494
1,0.1261909
0,0.019400327
1,0.9084403
1,0.3759233
1,0.9800262
1,0.5331096
1,0.6034162
0,0.33191055
0,0.45506975
0,0.14394547
0,0.1268494
0,0.16430122
1,0.067980364
0,0.12778433
0,0.28209826
1,0.958255
1,0.06414817
0,0.28649753
0,0.52871567
0,0.060535464
0,0.1814059
1,0.0456928
1,0.9564266
0,0.07824005
1,0.65454423
0,0.2585083
0,0.35529363
0,0.18465059
1,0.73919994
1,0.7856987
0,0.53426623
1,0.38744706
0,0.7010248
0,0.592252
0,0.6684264
1,0.97306377
1,0.9522201
0,0.12506492
0,0.0757994
1,0.97537774
0,0.065128244
1,0.71269953
0,0.9335754
1,0.05038851
1,0.6804182
1,0.4378165
1,0.1710889
0,0.13267858
0,0.12318252
1,0.071340755
1,0.5644964
1,0.23067743
1,0.10237515
0,0.3238775
0,0.09470084
0,0.07362866
0,0.042084616
0,0.08035401
1,0.7353925
0,0.3079272
0,0.9597983
1,0.11519182
0,0.12674357
0,0.06251959
1,0.71034575
0,0.600611
1,0.07616418
0,0.30398467
0,0.17597951
0,0.34497252
0,0.18313509
0,0.055188466
0,0.7957376
0,0.09648604
0,0.071432926
1,0.7798385
0,0.060555153
0,0.083411165
0,0.18088152
0,0.094519526
1,0.2379936
1,0.62699807
1,0.33611912
0,0.40149528
1,0.8128911
0,0.42800263
0,0.056791525
0,0.06275484
0,0.13593614
0,0.080704935
1,0.12441327
1,0.89388174
0,0.23249258
0,0.50667757
1,0.085083865
0,0.2544667
0,0.07111496
1,0.97442734
1,0.25793022
1,0.19135073
1,0.2218576
1,0.13316837
1,0.10637416
1,0.7063734
0,0.119581565
0,0.9659938
1,0.13470644
0,0.95636815
0,0.6711372
0,0.1733815
1,0.06646444
1,0.3356753
1,0.68558794
1,0.1501236
1,0.44032276
1,0.17906277
0,0.18277432
0,0.76542044
0,0.22529429
1,0.12030504
0,0.2961348
1,0.8666931
1,0.046250172
0,0.08294089
0,0.5613826
0,0.08393617
0,0.3338886
0,0.36103913
0,0.17232011
1,0.06102033
1,0.07044694
0,0.0804979
1,0.6914767
1,0.82037497
1,0.12481513
0,0.08041503
1,0.506602
0,0.09276396
1,0.061360024
1,0.94122607
0,0.20569259
0,0.043778807
0,0.8696932
1,0.82414037
0,0.15714161
1,0.25094706
1,0.90955657
0,0.5365152
0,0.7598795
0,0.12197724
1,0.24162188
0,0.5916244
0,0.09069168
0,0.3538991
1,0.64092743
1,0.90956926
0,0.8811626
0,0.934361
1,0.21797994
1,0.35655224
1,0.24098806
0,0.106329694
0,0.49200466
0,0.74157673
1,0.5194544
0,0.07570462
1,0.051404487
1,0.66198254
0,0.12975636
0,0.39465973
1,0.049920358
1,0.13734668
1,0.3207458
0,0.46711358
1,0.5863036
0,0.084103145
1,0.96649647
1,0.24114627
0,0.6101402
1,0.03086022
1,0.9967477
1,0.7004976
0,0.04428969
0,0.81738216
0,0.56883603
1,0.2971094
1,0.945609
0,0.18757674
1,0.12537958
0,0.10720121
0,0.11546626
1,0.2696268
0,0.037775952
1,0.8509171
0,0.59578395
0,0.086932346
1,0.9648803
0,0.04773897
1,0.97313875
1,0.26461536
1,0.13584468
0,0.061463907
1,0.92795455
1,0.11596532
1,0.07186993
1,0.67460287
1,0.23049676
0,0.07821977
0,0.053784184
1,0.94617987
1,0.6490802
0,0.045691554
0,0.9745539
0,0.13839357
1,0.42345375
1,0.74621475
0,0.9144731
1,0.50942296
0,0.18511517
1,0.4790046
1,0.2836531
0,0.12458543
1,0.97028786
1,0.9373103
1,0.1094537
1,0.07459582
0,0.026894104
0,0.39812392
0,0.2333143
0,0.8392815
1,0.063250944
0,0.081961446
1,0.7842222
1,0.9328708
1,0.09401716
0,0.114758104
1,0.08165939
0,0.6412736
1,0.8607537
0,0.32832295
1,0.73854625
0,0.41258323
1,0.9810818
1,0.08103058
0,0.08796258
1,0.12560973
1,0.6986235
1,0.39817488
1,0.5196051
0,0.5317461
0,0.6897321
0,0.3886958
0,0.06066957
0,0.8965493
1,0.15008962
1,0.1203956
0,0.077896
1,0.9713213
0,0.5261611
0,0.05503382
1,0.8402484
1,0.8919963
0,0.94617414
0,0.42097092
1,0.925316
1,0.073166214
1,0.017031906
0,0.026672876
1,0.54621625
0,0.06984686
1,0.054057356
1,0.5344763
0,0.13489135
0,0.12891115
1,0.46307442
1,0.57562464
0,0.637852
0,0.9588903
0,0.06859517
0,0.070614524
1,0.22708374
0,0.7408659
0,0.24364594
1,0.65939337
1,0.1234735
0,0.9216574
0,0.46054304
1,0.74959856
1,0.06984645
1,0.5870127
0,0.7518789
1,0.18894681
1,0.9752056
0,0.052085407
0,0.95387155
0,0.11800089
1,0.08903335
0,0.9429679
1,0.098194964
1,0.109866835
1,0.2565419
0,0.06377416
0,0.13813028
0,0.198371
1,0.15633446
1,0.9521391
1,0.9698362
0,0.06149294
0,0.07132745
0,0.102842145
1,0.0873786
0,0.08128603
0,0.090350695
1,0.9765604
0,0.09635008
1,0.884691
0,0.034043822
1,0.086604536
1,0.077057876
1,0.1649507
0,0.4441652
1,0.9171477
1,0.07767749
0,0.20156626
1,0.44104478
0,0.4532084
0,0.23245381
1,0.2544512
1,0.042752087
0,0.36291513
1,0.84527445
1,0.4348797
1,0.5820148
0,0.07546724
0,0.812562
0,0.39159542
0,0.056753196
0,0.96666026
0,0.30914328
1,0.75866055
0,0.74311274
0,0.43312082
0,0.057154085
1,0.96016514
0,0.27099887
0,0.05346483
1,0.15142314
1,0.5251567
1,0.16973953
0,0.12081307
1,0.882547
1,0.07654317
0,0.386577
1,0.06135214
0,0.04921225
0,0.2806484
0,0.25861055
0,0.7517573
0,0.06464092
1,0.4547405
1,0.8803709
1,0.55028224
1,0.13213407
0,0.10405123
0,0.8231584
0,0.05777178
1,0.48151046
0,0.25588098
0,0.17951776
1,0.9679356
0,0.077386916
1,0.7022959
1,0.41626555
0,0.14393899
1,0.077009484
0,0.6675845
1,0.62213826
0,0.74001276
1,0.22136551
0,0.0685889
0,0.10061428
1,0.9480815
0,0.7220957
0,0.34746107
1,0.56370604
1,0.957884
0,0.03735356
0,0.89625454
1,0.7481587
0,0.3599448
0,0.11712959
1,0.25492927
0,0.056475244
1,0.8528561
0,0.1662964
1,0.94601244
1,0.9568116
1,0.07379718
0,0.18367699
1,0.93802035
1,0.39650032
0,0.5435049
1,0.4736368
0,0.3531474
0,0.13371232
1,0.10581123
0,0.021289686
1,0.61334735
0,0.28760856
1,0.34954336
1,0.32813543
1,0.06301358
0,0.08215864
1,0.76844627
0,0.6118431
1,0.10167129
0,0.46215278
1,0.050822135
1,0.98036516
0,0.86549616
0,0.6232173
0,0.9546598
1,0.968403
0,0.25732526
0,0.071904615
1,0.17137904
1,0.3175283
1,0.06327666
1,0.07807618
1,0.9051993
0,0.07045725
1,0.30160478
1,0.30688974
1,0.27275524
0,0.30898872
0,0.6827532
0,0.23847063
0,0.06298873
1,0.21449414
0,0.074955314
1,0.90936244
0,0.68079627
1,0.049299676
0,0.11456815
0,0.60739493
1,0.65555525
1,0.96597505
0,0.706903
0,0.94965047
0,0.0733484
0,0.296978
0,0.10144497
0,0.026665969
0,0.17683122
1,0.05388464
0,0.106240116
1,0.37015837
0,0.13929118
1,0.06147324
1,0.89706105
0,0.83875966
1,0.90180916
0,0.29883054
0,0.3186936
0,0.10600706
1,0.8736567
1,0.4198386
1,0.51069653
0,0.15101822
0,0.4016933
1,0.042534076
0,0.8065625
1,0.119539626
1,0.03797035
1,0.07912182
0,0.100227244
0,0.94129837
0,0.20883158
1,0.95045716
1,0.5389266
0,0.12251605
0,0.13172631
1,0.94470966
1,0.9297321
1,0.96968263
1,0.73067296
0,0.16077897
0,0.21030071
0,0.06655363
1,0.94662094
1,0.61531115
0,0.4066189
0,0.1311271
0,0.5010764
1,0.27939293
1,0.9037212
0,0.07857344
0,0.4364553
1,0.19510801
0,0.61719763
1,0.20294797
0,0.10034371
1,0.06228757
0,0.12806204
0,0.045020062
0,0.078897536
0,0.21427447
1,0.6710365
1,0.0457476
1,0.07979658
1,0.10237449
1,0.9627047
0,0.49766773
0,0.92710704
1,0.5899854
1,0.08347813
1,0.5438959
0,0.66373193
0,0.67176425
0,0.03466762
1,0.5259581
0,0.20442384
1,0.7789284
1,0.5790721
0,0.103591725
0,0.09413441
0,0.084409505
0,0.106165655
1,0.45540234
0,0.54144377
0,0.23915304
1,0.387156
1,0.2778102
1,0.31530592
1,0.4941266
1,0.6438452
1,0.5903065
0,0.15397078
1,0.35922137
0,0.7969946
0,0.13851096
0,0.06688318
0,0.13670936
1,0.33199394
0,0.49603033
0,0.08419443
0,0.22869001
0,0.35292038
1,0.55822337
0,0.582057
0,0.78013456
0,0.13453746
1,0.23835507
1,0.065232806
1,0.7674105
0,0.12808664
0,0.5035004
0,0.82055867
1,0.07780022
0,0.08430001
0,0.7168512
0,0.42910445
1,0.18678929
0,0.11471426
0,0.50690126
1,0.77201927
0,0.018915735
0,0.0983116
1,0.10668914
1,0.06710245
1,0.10113552
1,0.21155219
1,0.45769075
1,0.8545226
1,0.8090002
1,0.07591041
0,0.2301854
1,0.29474664
1,0.078233
1,0.20828204
0,0.11919686
1,0.51804125
0,0.36555463
1,0.16656406
1,0.94901735
1,0.98863286
1,0.6757697
0,0.16723962
1,0.9510488
1,0.958278
0,0.43643752
1,0.5855384
0,0.39092252
1,0.30222803
0,0.8837602
0,0.03829283
0,0.06660241
0,0.48725745
1,0.19500814
0,0.86783653
1,0.12583849
0,0.07401411
0,0.24957745
1,0.6514261
0,0.21789813
1,0.6145162
1,0.16560507
1,0.8703027
1,0.9521374
0,0.17001128
1,0.26078397
1,0.4449473
1,0.5547866
0,0.08763233
0,0.33954462
1,0.16586743
1,0.9593729
0,0.15420553
1,0.05881846
1,0.93086356
0,0.10851969
0,0.075398125
1,0.5341203
1,0.1434793
0,0.19050595
1,0.059210382
1,0.08351111
0,0.60577375
0,0.25718895
1,0.6557108
0,0.078010984
1,0.31439298
0,0.7027475
1,0.05459832
1,0.23554784
1,0.26740345
1,0.79639965
0,0.047613814
0,0.38227066
1,0.046746287
0,0.13582277
1,0.25246066
0,0.067637086
1,0.5276632
0,0.1700074
0,0.15991406
0,0.76771826
0,0.096285656
0,0.09684033
1,0.36983925
0,0.0626558
0,0.76078266
1,0.06887207
0,0.9345107
0,0.07607203
0,0.3199498
1,0.11906171
1,0.060548082
1,0.12481068
1,0.06261118
0,0.08345492
1,0.9435544
0,0.47785473
1,0.06821455
0,0.09719073
1,0.7554286
0,0.16051774
1,0.10289776
1,0.51393837
0,0.06180992
1,0.48463696
0,0.15863705
0,0.34107414
1,0.35297066
0,0.41819
0,0.7153131
0,0.21652825
0,0.06644947
0,0.119058564
1,0.48696455
0,0.7653426
1,0.8610821
1,0.6413973
0,0.05010121
1,0.61807877
0,0.9951173
1,0.4067008
0,0.3324417
0,0.078625694
0,0.40913653
0,0.60535944
1,0.31732774
1,0.0343417
0,0.10570238
1,0.74484384
1,0.042376745
0,0.13401024
0,0.043496385
1,0.64724153
1,0.10121778
1,0.42525738
1,0.96375924
0,0.06819976
0,0.5161463
0,0.26820838
1,0.06218588
0,0.18736714
1,0.057958145
0,0.70968336
1,0.97070956
0,0.9785682
0,0.9736507
0,0.08556538
1,0.29125994
0,0.081988685
1,0.13650668
0,0.063851126
0,0.7940462
1,0.50018656
1,0.09738935
0,0.21323581
0,0.2031144
0,0.21875061
0,0.056554064
0,0.080970414
1,0.22469549
1,0.9661919
1,0.08069432
1,0.8771398
1,0.27887455
0,0.028151069
0,0.339598
0,0.07328601
1,0.38626263
1,0.3346875
1,0.44268212
0,0.95051605
0,0.17998022
0,0.043809038
0,0.4706907
1,0.96925807
0,0.66610974
0,0.353
0,0.06824978
0,0.64040303
0,0.589112
1,0.8778144
1,0.54585373
1,0.5489893
0,0.09313728
1,0.8385489
1,0.09653652
1,0.06292361
1,0.07229047
1,0.13410205
1,0.9043051
1,0.09136604
0,0.15121341
1,0.123767145
1,0.29995206
1,0.2531001
1,0.18441254
1,0.21630989
1,0.21602029
1,0.8271924
0,0.13298829
1,0.094741896
1,0.65451735
0,0.03452351
0,0.80919445
0,0.556889
1,0.3488266
0,0.07718823
0,0.119247474
0,0.37897775
1,0.6517649
1,0.9570453
1,0.57287836
0,0.09665607
0,0.15145668
0,0.07025997
1,0.078414716
1,0.80692744
0,0.16174835
1,0.94938576
1,0.9010832
0,0.27522492
0,0.07533007
0,0.5328017
0,0.06723316
0,0.1731769
1,0.10445912
1,0.2477415
1,0.23421676
0,0.12501927
1,0.32235435
0,0.1149147
0,0.14345393
1,0.09018521
0,0.23436366
0,0.24500613
1,0.90854245
1,0.5297274
0,0.58179814
0,0.48940465
0,0.05430413
1,0.6553957
0,0.08677604
0,0.079892114
0,0.033587415
0,0.742288
1,0.05082117
1,0.1586295
0,0.21141417
1,0.39371642
1,0.91335523
1,0.9369877
1,0.59493864
0,0.90059733
1,0.39592895
0,0.105903395
0,0.07170601
0,0.7546979
0,0.22603698
1,0.14550202
0,0.19159119
1,0.3742152
0,0.4417486
0,0.7101662
0,0.12884054
1,0.98076195
1,0.4334664
1,0.06538317
1,0.9574826
0,0.08571454
1,0.061642677
1,0.93433964
0,0.084719546
0,0.06637721
1,0.06334512
1,0.22996868
0,0.040740356
0,0.17602336
0,0.9650921
0,0.27854273
0,0.66607386
0,0.48182455
0,0.0649111
0,0.071372025
0,0.2007612
1,0.5317831
0,0.0319869
1,0.9397477
1,0.23172273
0,0.42682627
0,0.19796294
1,0.729714
0,0.959533
0,0.19294941
1,0.8402627
0,0.08233414
1,0.15871845
0,0.07311436
1,0.22694229
0,0.47730035
0,0.97162974
0,0.1346756
0,0.23827969
0,0.5235184
0,0.07782708
1,0.24459234
1,0.09857882
0,0.34792602
0,0.07268394
0,0.14314863
1,0.07613053
1,0.09502683
0,0.102133214
1,0.4867795
1,0.15212251
1,0.22077689
0,0.10255319
1,0.81164664
0,0.40890443
1,0.783991
0,0.08644217
0,0.0837062
0,0.19664118
1,0.648631
1,0.09192012
1,0.90738773
1,0.17283942
1,0.839409
0,0.6542477
0,0.6817352
1,0.27197397
0,0.66748065
1,0.16053647
0,0.29821414
1,0.9762308
1,0.088002495
1,0.69553113
0,0.18359694
0,0.104027
1,0.67633957
1,0.41948375
0,0.07540497
0,0.53993773
1,0.42237803
1,0.12238777
0,0.052559797
0,0.68592006
1,0.35870564
1,0.10104141
1,0.32685044
1,0.6882314
1,0.081928164
1,0.9442426
1,0.80331045
0,0.697732
0,0.7275011
0,0.15728034
1,0.51510197
1,0.8779689
1,0.73743045
0,0.17253464
1,0.14920862
1,0.1882318
1,0.2868094
0,0.16883036
1,0.9393339
0,0.4475056
0,0.42944098
0,0.4231041
1,0.7203573
1,0.05495777
0,0.14983483
1,0.22985128
1,0.8607907
0,0.07202445
1,0.15174498
0,0.14329797
1,0.9676669
1,0.51485896
0,0.10660028
1,0.21199371
1,0.17272033
0,0.10188136
1,0.606036
0,0.0755346
0,0.8388644
0,0.08910051
0,0.37049067
1,0.9512428
0,0.36831662
0,0.6651852
0,0.074084274
0,0.5904532
0,0.7921537
1,0.8479326
0,0.12073489
0,0.35447267
0,0.08802503
1,0.83257276
1,0.32247478
1,0.10142914
1,0.97813827
1,0.54691803
1,0.12198639
1,0.36472866
0,0.04405932
0,0.065156154
0,0.029188681
0,0.05291296
0,0.02312307
1,0.6778474
1,0.0847161
0,0.14707573
1,0.31186622
0,0.16592228
0,0.51463205
1,0.028268613
1,0.35955188
0,0.73712516
1,0.29149842
0,0.15127085
1,0.3143545
0,0.3846968
0,0.17505564
1,0.61119545
1,0.30304536
0,0.2546152
0,0.1221333
0,0.56502366
1,0.8863724
0,0.501116
1,0.4858041
0,0.3347795
0,0.05735038
0,0.66244954
1,0.8546779
0,0.07127703
1,0.16706252
1,0.13641736
1,0.095500894
1,0.099914715
1,0.030109236
1,0.06773587
1,0.5154042
1,0.5900853
0,0.066925414
1,0.058563035
1,0.14555812
1,0.7933558
1,0.7921965
1,0.9772748
1,0.49353024
0,0.10981005
0,0.43376896
1,0.36865732
1,0.93258715
0,0.16511168
0,0.08141696
0,0.13571781
1,0.067656115
1,0.07378704
1,0.039936054
1,0.85648113
0,0.08854544
0,0.06348261
0,0.75526977
1,0.23599564
1,0.5787095
1,0.28401795
0,0.04071187
0,0.08291855
1,0.6079654
1,0.6931028
1,0.978639
0,0.1608123
1,0.662855
1,0.8112882
1,0.9194307
0,0.055926707
0,0.13450992
0,0.77455825
1,0.6507576
1,0.14481574
0,0.10191396
0,0.083654284
1,0.82934844
0,0.01835953
1,0.16486628
0,0.11121632
0,0.06048266
1,0.04418089
0,0.9450244
0,0.1723404
0,0.20067585
0,0.100457974
0,0.11716865
1,0.97026384
0,0.15621638
0,0.057309043
0,0.36750847
1,0.08447044
0,0.78516895
0,0.922306
1,0.33131385
1,0.9757506
1,0.078161374
1,0.96477216
0,0.15256673
0,0.11314475
1,0.8768347
1,0.98004615
1,0.6980902
0,0.92723906
1,0.18557209
1,0.39881644
1,0.966197
0,0.16221866
1,0.53919214
1,0.052196853
1,0.36088905
0,0.6975806
0,0.109071895
1,0.07589663
0,0.4891357
1,0.43770698
0,0.75378263
0,0.37409848
0,0.3800172
1,0.11713521
1,0.78103477
0,0.10116738
0,0.383463
0,0.38640156
0,0.19587916
0,0.15943158
0,0.4203948
1,0.70353585
0,0.6386375
1,0.048828695
0,0.11733676
1,0.70405567
1,0.5959294
0,0.7783984
0,0.06430252
0,0.3211672
0,0.1255366
0,0.3661669
1,0.6475264
1,0.011920047
1,0.4118011
0,0.111450456
0,0.1344256
0,0.14231123
1,0.6289393
0,0.57439214
0,0.27560666
0,0.029006662
0,0.9551997
1,0.9743011
0,0.50032246
0,0.024261918
0,0.113432966
1,0.077582054
0,0.93219405
0,0.6738418
1,0.8188873
0,0.77952814
0,0.56556594
0,0.7601181
1,0.5291056
1,0.15716068
0,0.6096252
0,0.048736736
1,0.1434509
1,0.92579997
1,0.5044094
0,0.8379488
1,0.088541016
1,0.78748816
1,0.096595265
1,0.04893923
1,0.09082826
0,0.20239884
0,0.19500543
1,0.5125977
1,0.47610965
1,0.30213645
1,0.8830769
0,0.09847908
0,0.07002352
0,0.054536622
1,0.4503405
0,0.043677095
1,0.7616026
0,0.23396717
1,0.03444936
1,0.88581616
1,0.6464018
0,0.33002454
0,0.7469796
1,0.45363465
1,0.9794375
1,0.024906857
1,0.9238626
1,0.25571954
0,0.33077955
0,0.8206293
1,0.3619389
0,0.14209518
0,0.89084923
0,0.24986537
1,0.057904843
0,0.04619682
1,0.039108727
0,0.058246136
0,0.68485475
1,0.07175532
0,0.1650121
1,0.93074435
0,0.32873192
1,0.57531583
1,0.7041609
1,0.80499554
0,0.9664454
1,0.558836
1,0.06653047
0,0.12518905
1,0.45387676
0,0.70987326
0,0.18164651
1,0.7777374
1,0.9283136
0,0.25455856
0,0.2260834
0,0.43645862
0,0.3534136
0,0.50513047
1,0.08644796
0,0.3474373
1,0.09461331
1,0.9338396
0,0.063768126
1,0.11946999
0,0.06616992
0,0.062800705
